ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,gloss_in_source
DANISH-1-1,,DANISH,1,yEy,yEy,j a j,,1743,,false,^ y E y $,default,I
DANISH-2-1,,DANISH,2,du,du,d u,,1743,,false,^ d u $,default,you
DANISH-3-1,,DANISH,3,vi,vi,v i,,1743,,false,^ v i $,default,we
DANISH-11-1,,DANISH,11,e7n,e7n,e ʔ n,,1743,,false,^ e 7 n $,default,one
DANISH-12-1,,DANISH,12,to7,to7,t o ʔ,,1743,,false,^ t o 7 $,default,two
DANISH-18-1,,DANISH,18,mEnsk3,mEnsk3,m a n s k ə,,1743,,false,^ m E n s k 3 $,default,person
DANISH-19-1,,DANISH,19,fesk,fesk,f e s k,,1743,,false,^ f e s k $,default,fish
DANISH-21-1,,DANISH,21,hun7,hun7,h u n ʔ,,1743,,false,^ h u n 7 $,default,dog
DANISH-22-1,,DANISH,22,lus,lus,l u s,,1743,,false,^ l u s $,default,louse
DANISH-23-1,,DANISH,23,trE7,trE7,t r a ʔ,,1743,,false,^ t r E 7 $,default,tree
DANISH-25-1,,DANISH,25,blE8,blE8,b l a θ,,1743,,false,^ b l E 8 $,default,leaf
DANISH-28-1,,DANISH,28,hu87,hu87,h u θ ʔ,,1743,,false,^ h u 8 7 $,default,skin
DANISH-30-1,,DANISH,30,blo87,blo87,b l o θ ʔ,,1743,,false,^ b l o 8 7 $,default,blood
DANISH-31-1,,DANISH,31,ben,ben,b e n,,1743,,false,^ b e n $,default,bone
DANISH-34-1,,DANISH,34,ho7an,ho7an,h o ʔ ɐ n,,1743,,false,^ h o 7 a n $,default,horn
DANISH-39-1,,DANISH,39,ea,ea,e ɐ,,1743,,false,^ e a $,default,ear
DANISH-40-1,,DANISH,40,ay3,ay3,ɐ j ə,,1743,,false,^ a y 3 $,default,eye
DANISH-41-1,,DANISH,41,nEs3,nEs3,n a s ə,,1743,,false,^ n E s 3 $,default,nose
DANISH-43-1,,DANISH,43,tEn7,tEn7,t a n ʔ,,1743,,false,^ t E n 7 $,default,tooth
DANISH-44-1,,DANISH,44,toN3,toN3,t o ŋ ə,,1743,,false,^ t o N 3 $,default,tongue
DANISH-47-1,,DANISH,47,knE7,knE7,k n a ʔ,,1743,,false,^ k n E 7 $,default,knee
DANISH-48-1,,DANISH,48,han7,han7,h ɐ n ʔ,,1743,,false,^ h a n 7 $,default,hand
DANISH-51-1,,DANISH,51,brest,brest,b r e s t,,1743,,false,^ b r e s t $,default,breast
DANISH-53-1,,DANISH,53,lewa,lewa,l e w ɐ,,1743,,false,^ l e w a $,default,liver
DANISH-54-1,,DANISH,54,drEg3,drEg3,d r a g ə,,1743,,false,^ d r E g 3 $,default,drink
DANISH-57-1,,DANISH,57,se7,se7,s e ʔ,,1743,,false,^ s e 7 $,default,see
DANISH-58-1,,DANISH,58,hea,hea,h e ɐ,,1743,,false,^ h e a $,default,hear
DANISH-61-1,,DANISH,61,de7,de7,d e ʔ,,1743,,false,^ d e 7 $,default,die
DANISH-66-1,,DANISH,66,kam3,kam3,k ɐ m ə,,1743,,false,^ k a m 3 $,default,come
DANISH-72-1,,DANISH,72,sol,sol,s o l,,1743,,false,^ s o l $,default,sun
DANISH-74-1,,DANISH,74,styEan3,styEan3,s t j a ɐ n ə,,1743,,false,^ s t y E a n 3 $,default,star
DANISH-75-1,,DANISH,75,vEn7,vEn7,v a n ʔ,,1743,,false,^ v E n 7 $,default,water
DANISH-77-1,,DANISH,77,sten,sten,s t e n,,1743,,false,^ s t e n $,default,stone
DANISH-82-1,,DANISH,82,il7,il7,i l ʔ,,1743,,false,^ i l 7 $,default,fire
DANISH-85-1,,DANISH,85,sti7,sti7,s t i ʔ,,1743,,false,^ s t i 7 $,default,path
DANISH-86-1,,DANISH,86,byw7,by~Ew7,bʲ a w ʔ,,1743,,false,^ by~ E w 7 $,default,mountain
DANISH-92-1,,DANISH,92,nEt,nEt,n a t,,1743,,false,^ n E t $,default,night
DANISH-95-1,,DANISH,95,ful7,ful7,f u l ʔ,,1743,,false,^ f u l 7 $,default,full
DANISH-96-1,,DANISH,96,ni7,ni7,n i ʔ,,1743,,false,^ n i 7 $,default,new
DANISH-100-1,,DANISH,100,naw7n,naw7n,n ɐ w ʔ n,,1743,,false,^ n a w 7 n $,default,name
DUTCH-1-1,,DUTCH,1,ik,ik,i k,,2013,,false,^ i k $,default,I
DUTCH-2-1,,DUTCH,2,yEi,yEi,j a i,,2013,,false,^ y E i $,default,you
DUTCH-2-2,,DUTCH,2,y3,y3,j ə,,2013,,false,^ y 3 $,default,you
DUTCH-3-1,,DUTCH,3,vEi,vEi,v a i,,2013,,false,^ v E i $,default,we
DUTCH-3-2,,DUTCH,3,v3,v3,v ə,,2013,,false,^ v 3 $,default,we
DUTCH-11-1,,DUTCH,11,en,en,e n,,2013,,false,^ e n $,default,one
DUTCH-12-1,,DUTCH,12,tve,tve,t v e,,2013,,false,^ t v e $,default,two
DUTCH-18-1,,DUTCH,18,pErson,pErson,p a r s o n,,2013,,true,^ p E r s o n $,default,person
DUTCH-18-2,,DUTCH,18,mEns,mEns,m a n s,,2013,,false,^ m E n s $,default,person
DUTCH-19-1,,DUTCH,19,vis,vis,v i s,,2013,,false,^ v i s $,default,fish
DUTCH-21-1,,DUTCH,21,hont,hont,h o n t,,2013,,false,^ h o n t $,default,dog
DUTCH-22-1,,DUTCH,22,l3is,l3is,l ə i s,,2013,,false,^ l 3 i s $,default,louse
DUTCH-23-1,,DUTCH,23,bom,bom,b o m,,2013,,false,^ b o m $,default,tree
DUTCH-25-1,,DUTCH,25,blat,blat,b l ɐ t,,2013,,false,^ b l a t $,default,leaf
DUTCH-28-1,,DUTCH,28,h3id,h3id,h ə i d,,2013,,false,^ h 3 i d $,default,skin
DUTCH-28-2,,DUTCH,28,vEl,vEl,v a l,,2013,,false,^ v E l $,default,skin
DUTCH-30-1,,DUTCH,30,blut,blut,b l u t,,2013,,false,^ b l u t $,default,blood
DUTCH-31-1,,DUTCH,31,ben,ben,b e n,,2013,,false,^ b e n $,default,bone
DUTCH-34-1,,DUTCH,34,horn,horn,h o r n,,2013,,false,^ h o r n $,default,horn
DUTCH-39-1,,DUTCH,39,or,or,o r,,2013,,false,^ o r $,default,ear
DUTCH-40-1,,DUTCH,40,oX,oX,o χ,,2013,,false,^ o X $,default,eye
DUTCH-41-1,,DUTCH,41,nes,nes,n e s,,2013,,false,^ n e s $,default,nose
DUTCH-43-1,,DUTCH,43,tant,tant,t ɐ n t,,2013,,false,^ t a n t $,default,tooth
DUTCH-44-1,,DUTCH,44,toN,toN,t o ŋ,,2013,,false,^ t o N $,default,tongue
DUTCH-47-1,,DUTCH,47,kni,kni,k n i,,2013,,false,^ k n i $,default,knee
DUTCH-48-1,,DUTCH,48,hant,hant,h ɐ n t,,2013,,false,^ h a n t $,default,hand
DUTCH-51-1,,DUTCH,51,borst,borst,b o r s t,,2013,,false,^ b o r s t $,default,breast
DUTCH-53-1,,DUTCH,53,lev3r,lev3r,l e v ə r,,2013,,false,^ l e v 3 r $,default,liver
DUTCH-54-1,,DUTCH,54,driNk3n,driNk3n,d r i ŋ k ə n,,2013,,false,^ d r i N k 3 n $,default,drink
DUTCH-57-1,,DUTCH,57,zin,zin,z i n,,2013,,false,^ z i n $,default,see
DUTCH-58-1,,DUTCH,58,hor3n,hor3n,h o r ə n,,2013,,false,^ h o r 3 n $,default,hear
DUTCH-61-1,,DUTCH,61,stErv3n,stErv3n,s t a r v ə n,,2013,,false,^ s t E r v 3 n $,default,die
DUTCH-66-1,,DUTCH,66,kom3n,kom3n,k o m ə n,,2013,,false,^ k o m 3 n $,default,come
DUTCH-72-1,,DUTCH,72,zon,zon,z o n,,2013,,false,^ z o n $,default,sun
DUTCH-74-1,,DUTCH,74,ster,ster,s t e r,,2013,,false,^ s t e r $,default,star
DUTCH-75-1,,DUTCH,75,vat3r,vat3r,v ɐ t ə r,,2013,,false,^ v a t 3 r $,default,water
DUTCH-77-1,,DUTCH,77,sten,sten,s t e n,,2013,,false,^ s t e n $,default,stone
DUTCH-82-1,,DUTCH,82,vir,vir,v i r,,2013,,false,^ v i r $,default,fire
DUTCH-85-1,,DUTCH,85,pat,pat,p ɐ t,,2013,,false,^ p a t $,default,path
DUTCH-85-2,,DUTCH,85,vEx,vEx,v a x,,2013,,false,^ v E x $,default,path
DUTCH-86-1,,DUTCH,86,bErx,bErx,b a r x,,2013,,false,^ b E r x $,default,mountain
DUTCH-92-1,,DUTCH,92,nat,nat,n ɐ t,,2013,,false,^ n a t $,default,night
DUTCH-95-1,,DUTCH,95,vol,vol,v o l,,2013,,false,^ v o l $,default,full
DUTCH-96-1,,DUTCH,96,niu,niu,n i u,,2013,,false,^ n i u $,default,new
DUTCH-100-1,,DUTCH,100,nam,nam,n ɐ m,,2013,,false,^ n a m $,default,name
ENGLISH-1-1,,ENGLISH,1,Ei,Ei,a i,,2165,,false,^ E i $,default,I
ENGLISH-2-1,,ENGLISH,2,yu,yu,j u,,2165,,false,^ y u $,default,you
ENGLISH-3-1,,ENGLISH,3,wi,wi,w i,,2165,,false,^ w i $,default,we
ENGLISH-4-1,,ENGLISH,4,8is,8is,θ i s,,2165,,false,^ 8 i s $,default,this
ENGLISH-5-1,,ENGLISH,5,8Et,8Et,θ a t,,2165,,false,^ 8 E t $,default,that
ENGLISH-6-1,,ENGLISH,6,hu,hu,h u,,2165,,false,^ h u $,default,who
ENGLISH-7-1,,ENGLISH,7,wht,wh~at,w ɐ t,,2165,,false,^ wh~at $,default,what
ENGLISH-8-1,,ENGLISH,8,nat,nat,n ɐ t,,2165,,false,^ n a t $,default,not
ENGLISH-9-1,,ENGLISH,9,ol,ol,o l,,2165,,false,^ o l $,default,all
ENGLISH-10-1,,ENGLISH,10,mini,mini,m i n i,,2165,,false,^ m i n i $,default,many
ENGLISH-11-1,,ENGLISH,11,w3n,w3n,w ə n,,2165,,false,^ w 3 n $,default,one
ENGLISH-12-1,,ENGLISH,12,tu,tu,t u,,2165,,false,^ t u $,default,two
ENGLISH-13-1,,ENGLISH,13,big,big,b i g,,2165,,false,^ b i g $,default,big
ENGLISH-14-1,,ENGLISH,14,loN,loN,l o ŋ,,2165,,false,^ l o N $,default,long
ENGLISH-15-1,,ENGLISH,15,smal,smal,s m ɐ l,,2165,,false,^ s m a l $,default,small
ENGLISH-15-2,,ENGLISH,15,litl,litl,l i t l,,2165,,false,^ l i t l $,default,small
ENGLISH-16-1,,ENGLISH,16,wum3n,wum3n,w u m ə n,,2165,,false,^ w u m 3 n $,default,woman
ENGLISH-17-1,,ENGLISH,17,mEn,mEn,m a n,,2165,,false,^ m E n $,default,man
ENGLISH-18-1,,ENGLISH,18,prs3n,prs3n,p r s ə n,,2165,,true,^ p r s 3 n $,default,person
ENGLISH-19-1,,ENGLISH,19,fiS,fiS,f i ʃ,,2165,,false,^ f i S $,default,fish
ENGLISH-20-1,,ENGLISH,20,b3rd,b3rd,b ə r d,,2165,,false,^ b 3 r d $,default,bird
ENGLISH-21-1,,ENGLISH,21,dag,dag,d ɐ g,,2165,,false,^ d a g $,default,dog
ENGLISH-22-1,,ENGLISH,22,laus,laus,l ɐ u s,,2165,,false,^ l a u s $,default,louse
ENGLISH-23-1,,ENGLISH,23,tri,tri,t r i,,2165,,false,^ t r i $,default,tree
ENGLISH-24-1,,ENGLISH,24,sid,sid,s i d,,2165,,false,^ s i d $,default,seed
ENGLISH-25-1,,ENGLISH,25,lif,lif,l i f,,2165,,false,^ l i f $,default,leaf
ENGLISH-26-1,,ENGLISH,26,rut,rut,r u t,,2165,,false,^ r u t $,default,root
ENGLISH-27-1,,ENGLISH,27,bark,bark,b ɐ r k,,2165,,true,^ b a r k $,default,bark
ENGLISH-28-1,,ENGLISH,28,skin,skin,s k i n,,2165,,true,^ s k i n $,default,skin
ENGLISH-29-1,,ENGLISH,29,flES,flES,f l a ʃ,,2165,,false,^ f l E S $,default,flesh
ENGLISH-29-2,,ENGLISH,29,mit,mit,m i t,,2165,,false,^ m i t $,default,flesh
ENGLISH-30-1,,ENGLISH,30,bl3d,bl3d,b l ə d,,2165,,false,^ b l 3 d $,default,blood
ENGLISH-31-1,,ENGLISH,31,bon,bon,b o n,,2165,,false,^ b o n $,default,bone
ENGLISH-32-1,,ENGLISH,32,gris,gris,g r i s,,2165,,true,^ g r i s $,default,grease
ENGLISH-33-1,,ENGLISH,33,eg,eg,e g,,2165,,true,^ e g $,default,egg
ENGLISH-34-1,,ENGLISH,34,horn,horn,h o r n,,2165,,false,^ h o r n $,default,horn
ENGLISH-35-1,,ENGLISH,35,tel,tel,t e l,,2165,,false,^ t e l $,default,tail
ENGLISH-36-1,,ENGLISH,36,fE8r,fE8r,f a θ r,,2165,,false,^ f E 8 r $,default,feather
ENGLISH-37-1,,ENGLISH,37,hEr,hEr,h a r,,2165,,false,^ h E r $,default,hair
ENGLISH-38-1,,ENGLISH,38,hEd,hEd,h a d,,2165,,false,^ h E d $,default,head
ENGLISH-39-1,,ENGLISH,39,ir,ir,i r,,2165,,false,^ i r $,default,ear
ENGLISH-40-1,,ENGLISH,40,Ei,Ei,a i,,2165,,false,^ E i $,default,eye
ENGLISH-41-1,,ENGLISH,41,noz,noz,n o z,,2165,,false,^ n o z $,default,nose
ENGLISH-42-1,,ENGLISH,42,mau8,mau8,m ɐ u θ,,2165,,false,^ m a u 8 $,default,mouth
ENGLISH-43-1,,ENGLISH,43,tu8,tu8,t u θ,,2165,,false,^ t u 8 $,default,tooth
ENGLISH-44-1,,ENGLISH,44,t3N,t3N,t ə ŋ,,2165,,false,^ t 3 N $,default,tongue
ENGLISH-45-1,,ENGLISH,45,klo,klo,k l o,,2165,,false,^ k l o $,default,claw
ENGLISH-46-1,,ENGLISH,46,fut,fut,f u t,,2165,,false,^ f u t $,default,foot
ENGLISH-47-1,,ENGLISH,47,ni,ni,n i,,2165,,false,^ n i $,default,knee
ENGLISH-48-1,,ENGLISH,48,hEnd,hEnd,h a n d,,2165,,false,^ h E n d $,default,hand
ENGLISH-49-1,,ENGLISH,49,bEli,bEli,b a l i,,2165,,false,^ b E l i $,default,belly
ENGLISH-50-1,,ENGLISH,50,nEk,nEk,n a k,,2165,,false,^ n E k $,default,neck
ENGLISH-51-1,,ENGLISH,51,brEst,brEst,b r a s t,,2165,,false,^ b r E s t $,default,breast
ENGLISH-52-1,,ENGLISH,52,hart,hart,h ɐ r t,,2165,,false,^ h a r t $,default,heart
ENGLISH-53-1,,ENGLISH,53,liv3r,liv3r,l i v ə r,,2165,,false,^ l i v 3 r $,default,liver
ENGLISH-54-1,,ENGLISH,54,driNk,driNk,d r i ŋ k,,2165,,false,^ d r i N k $,default,drink
ENGLISH-55-1,,ENGLISH,55,it,it,i t,,2165,,false,^ i t $,default,eat
ENGLISH-56-1,,ENGLISH,56,bEit,bEit,b a i t,,2165,,false,^ b E i t $,default,bite
ENGLISH-57-1,,ENGLISH,57,si,si,s i,,2165,,false,^ s i $,default,see
ENGLISH-58-1,,ENGLISH,58,hir,hir,h i r,,2165,,false,^ h i r $,default,hear
ENGLISH-59-1,,ENGLISH,59,no,no,n o,,2165,,false,^ n o $,default,know
ENGLISH-60-1,,ENGLISH,60,slip,slip,s l i p,,2165,,false,^ s l i p $,default,sleep
ENGLISH-61-1,,ENGLISH,61,dEi,dEi,d a i,,2165,,false,^ d E i $,default,die
ENGLISH-62-1,,ENGLISH,62,kil,kil,k i l,,2165,,false,^ k i l $,default,kill
ENGLISH-63-1,,ENGLISH,63,swim,swim,s w i m,,2165,,false,^ s w i m $,default,swim
ENGLISH-64-1,,ENGLISH,64,flEi,flEi,f l a i,,2165,,false,^ f l E i $,default,fly
ENGLISH-65-1,,ENGLISH,65,wok,wok,w o k,,2165,,false,^ w o k $,default,walk
ENGLISH-66-1,,ENGLISH,66,k3m,k3m,k ə m,,2165,,false,^ k 3 m $,default,come
ENGLISH-67-1,,ENGLISH,67,lEi,lEi,l a i,,2165,,false,^ l E i $,default,lie
ENGLISH-68-1,,ENGLISH,68,sit,sit,s i t,,2165,,false,^ s i t $,default,sit
ENGLISH-69-1,,ENGLISH,69,stEnd,stEnd,s t a n d,,2165,,false,^ s t E n d $,default,stand
ENGLISH-70-1,,ENGLISH,70,giv,giv,g i v,,2165,,true,^ g i v $,default,give
ENGLISH-71-1,,ENGLISH,71,sei,sei,s e i,,2165,,false,^ s e i $,default,say
ENGLISH-72-1,,ENGLISH,72,s3n,s3n,s ə n,,2165,,false,^ s 3 n $,default,sun
ENGLISH-73-1,,ENGLISH,73,mun,mun,m u n,,2165,,false,^ m u n $,default,moon
ENGLISH-74-1,,ENGLISH,74,star,star,s t ɐ r,,2165,,false,^ s t a r $,default,star
ENGLISH-75-1,,ENGLISH,75,wat3r,wat3r,w ɐ t ə r,,2165,,false,^ w a t 3 r $,default,water
ENGLISH-76-1,,ENGLISH,76,rein,rein,r e i n,,2165,,false,^ r e i n $,default,rain
ENGLISH-77-1,,ENGLISH,77,ston,ston,s t o n,,2165,,false,^ s t o n $,default,stone
ENGLISH-78-1,,ENGLISH,78,sEnd,sEnd,s a n d,,2165,,false,^ s E n d $,default,sand
ENGLISH-79-1,,ENGLISH,79,3r8,3r8,ə r θ,,2165,,false,^ 3 r 8 $,default,earth
ENGLISH-80-1,,ENGLISH,80,klaud,klaud,k l ɐ u d,,2165,,false,^ k l a u d $,default,cloud
ENGLISH-81-1,,ENGLISH,81,smok,smok,s m o k,,2165,,false,^ s m o k $,default,smoke
ENGLISH-82-1,,ENGLISH,82,fEir,fEir,f a i r,,2165,,false,^ f E i r $,default,fire
ENGLISH-83-1,,ENGLISH,83,ES,ES,a ʃ,,2165,,false,^ E S $,default,ash
ENGLISH-84-1,,ENGLISH,84,b3rn,b3rn,b ə r n,,2165,,false,^ b 3 r n $,default,burn
ENGLISH-85-1,,ENGLISH,85,pE8,pE8,p a θ,,2165,,false,^ p E 8 $,default,path
ENGLISH-86-1,,ENGLISH,86,maunt3n,maunt3n,m ɐ u n t ə n,,2165,,true,^ m a u n t 3 n $,default,mountain
ENGLISH-87-1,,ENGLISH,87,rEd,rEd,r a d,,2165,,false,^ r E d $,default,red
ENGLISH-88-1,,ENGLISH,88,grin,grin,g r i n,,2165,,false,^ g r i n $,default,green
ENGLISH-89-1,,ENGLISH,89,yElo,yElo,j a l o,,2165,,false,^ y E l o $,default,yellow
ENGLISH-90-1,,ENGLISH,90,whit,wh~Eit,w h a i t,,2165,,false,^ wh~ E i t $,default,white
ENGLISH-91-1,,ENGLISH,91,blEk,blEk,b l a k,,2165,,false,^ b l E k $,default,black
ENGLISH-92-1,,ENGLISH,92,nEit,nEit,n a i t,,2165,,false,^ n E i t $,default,night
ENGLISH-93-1,,ENGLISH,93,hat,hat,h ɐ t,,2165,,false,^ h a t $,default,hot
ENGLISH-94-1,,ENGLISH,94,kold,kold,k o l d,,2165,,false,^ k o l d $,default,cold
ENGLISH-95-1,,ENGLISH,95,ful,ful,f u l,,2165,,false,^ f u l $,default,full
ENGLISH-96-1,,ENGLISH,96,nu,nu,n u,,2165,,false,^ n u $,default,new
ENGLISH-97-1,,ENGLISH,97,gud,gud,g u d,,2165,,false,^ g u d $,default,good
ENGLISH-98-1,,ENGLISH,98,rawnd,rawnd,r ɐ w n d,,2165,,true,^ r a w n d $,default,round
ENGLISH-99-1,,ENGLISH,99,drEi,drEi,d r a i,,2165,,false,^ d r E i $,default,dry
ENGLISH-100-1,,ENGLISH,100,nem,nem,n e m,,2165,,false,^ n e m $,default,name
FRENCH-1-1,,FRENCH,1,j3,j3,dʒ ə,,2302,,false,^ j 3 $,default,I
FRENCH-2-1,,FRENCH,2,ti,ti,t i,,2302,,false,^ t i $,default,you
FRENCH-2-2,,FRENCH,2,vu,vu,v u,,2302,,false,^ v u $,default,you
FRENCH-3-1,,FRENCH,3,nu,nu,n u,,2302,,false,^ n u $,default,we
FRENCH-4-1,,FRENCH,4,s3si,s3si,s ə s i,,2302,,false,^ s 3 s i $,default,this
FRENCH-5-1,,FRENCH,5,s3la,s3la,s ə l ɐ,,2302,,false,^ s 3 l a $,default,that
FRENCH-6-1,,FRENCH,6,ki,ki,k i,,2302,,false,^ k i $,default,who
FRENCH-7-1,,FRENCH,7,kwa,kwa,k w ɐ,,2302,,false,^ k w a $,default,what
FRENCH-8-1,,FRENCH,8,n3 pa,n3 pa,n ə + p ɐ,,2302,,false,^ n 3 + p a $,default,not
FRENCH-9-1,,FRENCH,9,tu,tu,t u,,2302,,false,^ t u $,default,all
FRENCH-10-1,,FRENCH,10,boku,boku,b o k u,,2302,,false,^ b o k u $,default,many
FRENCH-11-1,,FRENCH,11,oe,oe*,o ẽ,,2302,,false,^ o e* $,default,one
FRENCH-12-1,,FRENCH,12,de,de,d e,,2302,,false,^ d e $,default,two
FRENCH-13-1,,FRENCH,13,gra,gra*,g r ɐ̃,,2302,,false,^ g r a* $,default,big
FRENCH-14-1,,FRENCH,14,lo,lo*,l õ,,2302,,false,^ l o* $,default,long
FRENCH-15-1,,FRENCH,15,p3ti,p3ti,p ə t i,,2302,,false,^ p 3 t i $,default,small
FRENCH-16-1,,FRENCH,16,fam,fam,f ɐ m,,2302,,false,^ f a m $,default,woman
FRENCH-17-1,,FRENCH,17,om,om,o m,,2302,,false,^ o m $,default,man
FRENCH-18-1,,FRENCH,18,om,om,o m,,2302,,false,^ o m $,default,person
FRENCH-19-1,,FRENCH,19,pwso,pw~aso*,pʷ ɐ s õ,,2302,,false,^ pw~ a s o* $,default,fish
FRENCH-20-1,,FRENCH,20,wazo,wazo,w ɐ z o,,2302,,false,^ w a z o $,default,bird
FRENCH-21-1,,FRENCH,21,Sia,Sia*,ʃ i ɐ̃,,2302,,false,^ S i a* $,default,dog
FRENCH-22-1,,FRENCH,22,pu,pu,p u,,2302,,false,^ p u $,default,louse
FRENCH-23-1,,FRENCH,23,arbr3,arbr3,ɐ r b r ə,,2302,,false,^ a r b r 3 $,default,tree
FRENCH-24-1,,FRENCH,24,gran,gran,g r ɐ n,,2302,,false,^ g r a n $,default,seed
FRENCH-25-1,,FRENCH,25,f3y,f3y,f ə j,,2302,,false,^ f 3 y $,default,leaf
FRENCH-26-1,,FRENCH,26,rasin,rasin,r ɐ s i n,,2302,,false,^ r a s i n $,default,root
FRENCH-27-1,,FRENCH,27,ekors,ekors,e k o r s,,2302,,false,^ e k o r s $,default,bark
FRENCH-28-1,,FRENCH,28,po,po,p o,,2302,,false,^ p o $,default,skin
FRENCH-29-1,,FRENCH,29,vy,vy~a*d,vʲ ɐ̃ d,,2302,,false,^ vy~ a* d $,default,flesh
FRENCH-30-1,,FRENCH,30,sa,sa*,s ɐ̃,,2302,,false,^ s a* $,default,blood
FRENCH-31-1,,FRENCH,31,os,os,o s,,2302,,false,^ o s $,default,bone
FRENCH-32-1,,FRENCH,32,grais,grais,g r ɐ i s,,2302,,false,^ g r a i s $,default,grease
FRENCH-33-1,,FRENCH,33,3f,3f,ə f,,2302,,false,^ 3 f $,default,egg
FRENCH-34-1,,FRENCH,34,korn,korn,k o r n,,2302,,false,^ k o r n $,default,horn
FRENCH-35-1,,FRENCH,35,ke,ke,k e,,2302,,false,^ k e $,default,tail
FRENCH-36-1,,FRENCH,36,ply,ply~m,p lʲ m,,2302,,false,^ p ly~ m $,default,feather
FRENCH-37-1,,FRENCH,37,S3ve,S3ve,ʃ ə v e,,2302,,false,^ S 3 v e $,default,hair
FRENCH-38-1,,FRENCH,38,t3t,t3t,t ə t,,2302,,false,^ t 3 t $,default,head
FRENCH-39-1,,FRENCH,39,ore,ore,o r e,,2302,,false,^ o r e $,default,ear
FRENCH-40-1,,FRENCH,40,3y,3y,ə j,,2302,,false,^ 3 y $,default,eye
FRENCH-41-1,,FRENCH,41,ne,ne,n e,,2302,,false,^ n e $,default,nose
FRENCH-42-1,,FRENCH,42,buS,buS,b u ʃ,,2302,,false,^ b u S $,default,mouth
FRENCH-43-1,,FRENCH,43,da,da*,d ɐ̃,,2302,,false,^ d a* $,default,tooth
FRENCH-44-1,,FRENCH,44,la,la*g,l ɐ̃ g,,2302,,false,^ l a* g $,default,tongue
FRENCH-45-1,,FRENCH,45,ol,o*gl,õ g l,,2302,,false,^ o* g l $,default,claw
FRENCH-46-1,,FRENCH,46,py,py~e,pʲ e,,2302,,false,^ py~ e $,default,foot
FRENCH-47-1,,FRENCH,47,j3nu,j3nu,dʒ ə n u,,2302,,false,^ j 3 n u $,default,knee
FRENCH-48-1,,FRENCH,48,ma,ma*,m ɐ̃,,2302,,false,^ m a* $,default,hand
FRENCH-49-1,,FRENCH,49,var,va*tr,v ɐ̃ t r,,2302,,false,^ v a* t r $,default,belly
FRENCH-50-1,,FRENCH,50,ku,ku,k u,,2302,,false,^ k u $,default,neck
FRENCH-51-1,,FRENCH,51,pwtrin,pw~atrin,pʷ ɐ t r i n,,2302,,false,^ pw~ a t r i n $,default,breast
FRENCH-52-1,,FRENCH,52,k3r,k3r,k ə r,,2302,,false,^ k 3 r $,default,heart
FRENCH-53-1,,FRENCH,53,fw,fw~a,fʷ ɐ,,2302,,false,^ fw~ a $,default,liver
FRENCH-54-1,,FRENCH,54,bw,bw~a,bʷ ɐ,,2302,,false,^ bw~ a $,default,drink
FRENCH-55-1,,FRENCH,55,ma,ma*g,m ɐ̃ g,,2302,,false,^ m a* g $,default,eat
FRENCH-56-1,,FRENCH,56,mord,mord,m o r d,,2302,,false,^ m o r d $,default,bite
FRENCH-57-1,,FRENCH,57,vw,vw~a,v w ɐ,,2302,,false,^ vw~ a $,default,see
FRENCH-58-1,,FRENCH,58,oar,o*ta*dr,õ t ɐ̃ d r,,2302,,false,^ o* t a* d r $,default,hear
FRENCH-59-1,,FRENCH,59,savw,savw~a,s ɐ v w ɐ,,2302,,false,^ s a vw~ a $,default,know
FRENCH-60-1,,FRENCH,60,dormi,dormi,d o r m i,,2302,,false,^ d o r m i $,default,sleep
FRENCH-61-1,,FRENCH,61,muri,muri,m u r i,,2302,,false,^ m u r i $,default,die
FRENCH-62-1,,FRENCH,62,tue,tue,t u e,,2302,,false,^ t u e $,default,kill
FRENCH-63-1,,FRENCH,63,naje,naje,n ɐ dʒ e,,2302,,false,^ n a j e $,default,swim
FRENCH-64-1,,FRENCH,64,vwle,vw~ale,v w ɐ l e,,2302,,false,^ vw~ a l e $,default,fly
FRENCH-65-1,,FRENCH,65,marSe,marSe,m ɐ r ʃ e,,2302,,false,^ m a r S e $,default,walk
FRENCH-66-1,,FRENCH,66,v3ni,v3ni,v ə n i,,2302,,false,^ v 3 n i $,default,come
FRENCH-67-1,,FRENCH,67,setar,seta*dr,s e t ɐ̃ d r,,2302,,false,^ s e t a* d r $,default,lie
FRENCH-67-2,,FRENCH,67,etraaE,etra*da*dE,e t r ɐ̃ d ɐ̃ d a,,2302,,false,^ e t r a* d a* d E $,default,lie
FRENCH-68-1,,FRENCH,68,sasw,sasw~a,s ɐ sʷ ɐ,,2302,,false,^ s a sw~ a $,default,sit
FRENCH-68-2,,FRENCH,68,etrasi,etrasi,e t r ɐ s i,,2302,,false,^ e t r a s i $,default,sit
FRENCH-69-1,,FRENCH,69,s3l3ve,s3l3ve,s ə l ə v e,,2302,,false,^ s 3 l 3 v e $,default,stand
FRENCH-69-2,,FRENCH,69,s3t3nird3vu,s3t3nird3vu,s ə t ə n i r d ə v u,,2302,,false,^ s 3 t 3 n i r d 3 v u $,default,stand
FRENCH-70-1,,FRENCH,70,done,done,d o n e,,2302,,false,^ d o n e $,default,give
FRENCH-71-1,,FRENCH,71,di,di,d i,,2302,,false,^ d i $,default,say
FRENCH-72-1,,FRENCH,72,sole,sole,s o l e,,2302,,false,^ s o l e $,default,sun
